object-id,filename,title,creator,publisher/publication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement
josephy0328,AYWvtzkz24M,JFK,,,Josephy Library,2017-05-02,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,AYWvtzkz24M,record,youtube-link,eng,,
josephy0329,o-VDSRM7DiM,Alvin Josephy's 100th Birthday Celebration,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,o-VDSRM7DiM,record,youtube-link,eng,,
josephy0330,DW4BnPphELs,Women in Wildlife,Pat Kennedy,,Josephy Library,2017-03-07,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,DW4BnPphELs,record,youtube-link,eng,,
josephy0331,A9_li38VcO0,Stone Lithography,Keith Kirts,,Josephy Library,2017-04-18,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,A9_li38VcO0,record,youtube-link,eng,,
josephy0332,bIZkfF5ehHg,LBJ Ranch,Dick Burch,,Josephy Library,2017-05-23,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,bIZkfF5ehHg,record,youtube-link,eng,,
josephy0333,GbETQDZpXP8,Wallowa County Library Measure,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,GbETQDZpXP8,record,youtube-link,eng,,
josephy0334,TLbNxDYDznc,My Life on Joseph Creek by Julie Kooch,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,TLbNxDYDznc,record,youtube-link,eng,,
josephy0335,BwDs39-T3qE,Mark Madden &#8211; Maxville Heritage Presentation,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,BwDs39-T3qE,record,youtube-link,eng,,
josephy0336,tunAQY4jFV0,Malcolm Phinney,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,tunAQY4jFV0,record,youtube-link,eng,,
josephy0337,jx7bKCr2PeQ,From the Philippines to the Zumwalt,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,jx7bKCr2PeQ,record,youtube-link,eng,,
josephy0338,MvrXlPKfxbc,Miniatures to Murals Exhibit,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,MvrXlPKfxbc,record,youtube-link,eng,,
josephy0339,2Ts4-nhRK04,Museums: Places of Learning,Casey Holmes,,Josephy Library,2016-11-11,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,2Ts4-nhRK04,record,youtube-link,eng,,
josephy0340,ZY-OWCQtJzQ,Dog Sledding,Morgan Anderson,,Josephy Library,2018-01-23,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,ZY-OWCQtJzQ,record,youtube-link,eng,,
josephy0341,j-z6QJH-ITA,Wallowa Bird Nests,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,j-z6QJH-ITA,record,youtube-link,eng,,
josephy0342,qpZxbx5C1w8,Luthia - Guitar Building,Brady Norman,,Josephy Library,2017-04-11,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,qpZxbx5C1w8,record,youtube-link,eng,,
josephy0343,z7GQKQBvDvg,A Career of Creating with Clay,Ted Juve,,Josephy Library,2017-05-17,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,z7GQKQBvDvg,record,youtube-link,eng,,
josephy0344,nzzGHbCKk8U,Music Bag (Brian Oliver),Brian Oliver,,Josephy Library,2018-02-13,,,,,45.356029,-117.230425,Josephy Library Video Collection,nzzGHbCKk8U,record,youtube-link,eng,,
josephy0345,8Wg0GVX094I,Stephen Adams Pipe Organ Music Bag,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,8Wg0GVX094I,record,youtube-link,eng,,
josephy0346,_CT60YYN7NY,Pearl Marsh Excerpt,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,_CT60YYN7NY,record,youtube-link,eng,,
josephy0347,YbumLacZgNU,Pinkham Family Nez Perce,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,YbumLacZgNU,record,youtube-link,eng,,
josephy0348,9UMNP7dLZLQ,Portland Jazz Composers Ensemble Afternoon Performance,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,9UMNP7dLZLQ,record,youtube-link,eng,,
josephy0349,97EbmDN3014,Pramila Jayapal Video Chat,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,97EbmDN3014,record,youtube-link,eng,,
josephy0350,FQaNUj-zC5c,Print-o-thon,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,FQaNUj-zC5c,record,youtube-link,eng,,
josephy0351,FesxBe4lKD4,Print Making,Bob Proctor,,Josephy Library,2017-10-31,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,FesxBe4lKD4,record,youtube-link,eng,,
josephy0352,D3JURzM5q64,Cowboy 101 and Cowboys I Have Known,Barrie Qualle,,Josephy Library,2017-02-01,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,D3JURzM5q64,record,youtube-link,eng,,
josephy0353,OGI9JBMPNVw,Quinoa in Wallowa County,Ted Golder,,Josephy Library,2016-10-18,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,OGI9JBMPNVw,record,youtube-link,eng,,
josephy0354,nuyCRakva80,Pinkham Family Brown Bag,"Allen Pinkham, Sr., and family",,Josephy Library,2016-12-13,,,,,45.356029,-117.230425,Josephy Library Video Collection,nuyCRakva80,record,youtube-link,eng,,
josephy0355,8tr37pUgg24,Musical Brown Bag - Nevad Sowle,Nevada Sowle,,Josephy Library,2017-09-04,,music bag;brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,8tr37pUgg24,record,youtube-link,eng,,
josephy0356,ven6z2ixyzc,Mike Straw Music Bag,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,ven6z2ixyzc,record,youtube-link,eng,,
josephy0357,zjLLe3Rffk0,Abigail Scott Duniway &amp; Suffrage,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,zjLLe3Rffk0,record,youtube-link,eng,,
josephy0358,PaD8duoBp2k,Chief Joseph Legend Symphony,John Verral,,Josephy Library,2017-04-23,"“ score by John Verral, conducted by Yaacov Bergman with Portland Chamber Orchestra",brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,PaD8duoBp2k,record,youtube-link,eng,,
josephy0359,F2tVn6b9UDA,Three Women Artists,Cheryl Coughlan,,Josephy Library,2017-03-14,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,F2tVn6b9UDA,record,youtube-link,eng,,
josephy0360,o5PnKfKS0lI,The Nature Conservancy,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,o5PnKfKS0lI,record,youtube-link,eng,,
josephy0361,mCuh_zdET80,Tunisian Student,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,mCuh_zdET80,record,youtube-link,eng,,
josephy0362,9ki9fu-tbSo,From Maxville to Vanport Performance,,,Josephy Library,2017-11-04,,,,,45.356029,-117.230425,Josephy Library Video Collection,9ki9fu-tbSo,record,youtube-link,eng,,
josephy0363,xygOpbsA6gs,Dog Training,Carol Vencil,,Josephy Library,2018-01-30,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,xygOpbsA6gs,record,youtube-link,eng,,
josephy0364,54QR92Dn7IM,Vic Coggins Backcountry,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,54QR92Dn7IM,record,youtube-link,eng,,
josephy0365,-Vgz1FIfsRQ,Big Read: Vietnam,,,Josephy Library,2017-01-17,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,-Vgz1FIfsRQ,record,youtube-link,eng,,
josephy0366,xUkMqe9UGJE,Wallowa Resources Forest Stewardship,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,xUkMqe9UGJE,record,youtube-link,eng,,
josephy0367,pFWoG3-wUcM,Wallowa History Center,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,pFWoG3-wUcM,record,youtube-link,eng,,
josephy0368,fCcK0kiCI74,David Weaver,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,fCcK0kiCI74,record,youtube-link,eng,,
josephy0369,YclLZwaXx-M,Wallowa Mountains Hells Canyon Trails,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,YclLZwaXx-M,record,youtube-link,eng,,
josephy0370,ctRCNRHoyJg,2018 Christmas Story,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,ctRCNRHoyJg,record,youtube-link,eng,,
